Code,Name,Median_2001,Median_2011
E01000588,Brent 002E,25360.00,33740.00
E01000589,Brent 001B,25720.00,35970.00
E01000590,Brent 001C,26270.00,36320.00
E01000591,Brent 003F,26080.00,33580.00
E01000592,Brent 001D,27500.00,36060.00
E01000593,Brent 001E,25790.00,35340.00
E01000594,Brent 001F,25500.00,34490.00
E01000595,Brent 027A,19570.00,26440.00
E01000596,Brent 021A,18670.00,25490.00
E01000599,Brent 027D,19010.00,28560.00
E01000600,Brent 027E,19520.00,27820.00
E01000601,Brent 021B,19410.00,27900.00
E01000602,Brent 021C,18970.00,26920.00
E01000603,Brent 021D,21530.00,27530.00
E01000604,Brent 021E,18930.00,26380.00
E01000605,Brent 021F,18810.00,26080.00
E01000606,Brent 016B,24000.00,33530.00
E01000607,Brent 013C,25210.00,35230.00
E01000608,Brent 013D,25410.00,32830.00
E01000609,Brent 016C,25060.00,33590.00
E01000610,Brent 019A,24380.00,33390.00
E01000611,Brent 016D,22770.00,32880.00
E01000612,Brent 019B,23430.00,33030.00
E01000613,Brent 013E,25680.00,33720.00
E01000615,Brent 017B,23930.00,33580.00
E01000616,Brent 020A,24910.00,33030.00
E01000617,Brent 017C,24720.00,32950.00
E01000618,Brent 017D,24650.00,33010.00
E01000619,Brent 017E,24560.00,33320.00
E01000620,Brent 020B,23970.00,33190.00
E01000621,Brent 020C,24340.00,32730.00
E01000622,Brent 010D,23110.00,30180.00
E01000623,Brent 005C,25870.00,35010.00
E01000624,Brent 005D,25070.00,34260.00
E01000625,Brent 009E,24870.00,33810.00
E01000626,Brent 010E,21420.00,28680.00
E01000627,Brent 014E,22180.00,30490.00
E01000628,Brent 014F,24050.00,30530.00
E01000629,Brent 005E,24030.00,33310.00
E01000630,Brent 026E,23150.00,30550.00
E01000631,Brent 019C,24210.00,33320.00
E01000632,Brent 029E,23430.00,31850.00
E01000633,Brent 019D,22820.00,31380.00
E01000634,Brent 019E,22900.00,31810.00
E01000635,Brent 020D,23380.00,31300.00
E01000636,Brent 020E,24060.00,32070.00
E01000637,Brent 022B,24520.00,33110.00
E01000638,Brent 024A,22470.00,28920.00
E01000639,Brent 022C,25390.00,34930.00
E01000640,Brent 024B,22320.00,28980.00
E01000641,Brent 024C,23050.00,30810.00
E01000642,Brent 022D,24850.00,33870.00
E01000643,Brent 024D,20740.00,30130.00
E01000644,Brent 022E,24820.00,34020.00
E01033424,Brent 017F,21000.00,33430.00
E01033455,Brent 031G,22270.00,30010.00
E01033456,Brent 027F,18590.00,26370.00
E01033457,Brent 017G,26870.00,36660.00
E01033463,Brent 003G,28260.00,38180.00
E01033464,Brent 010F,23270.00,30850.00
E01033485,Brent 031H,21700.00,29580.00
E01000645,Bromley 007A,37450.00,53340.00
E01000646,Bromley 016A,30990.00,42390.00
E01000647,Bromley 016B,30590.00,42560.00
E01000648,Bromley 016C,32200.00,43800.00
E01000649,Bromley 007B,34910.00,49310.00
E01000650,Bromley 022A,34760.00,47890.00
E01000651,Bromley 020A,31380.00,43570.00
E01000652,Bromley 022B,32000.00,44210.00
E01000653,Bromley 016D,34490.00,46460.00
E01000654,Bromley 039A,29940.00,39950.00
E01000655,Bromley 039B,29640.00,39980.00
E01000656,Bromley 039C,31040.00,41170.00
E01000657,Bromley 039D,28330.00,38980.00
E01000658,Bromley 042A,29380.00,40090.00
E01000659,Bromley 039E,30390.00,40620.00
E01000661,Bromley 026A,23240.00,32150.00
E01000662,Bromley 026B,25820.00,35500.00
E01000663,Bromley 026C,25630.00,35560.00
E01000664,Bromley 026D,26770.00,35770.00
E01000665,Bromley 033A,27850.00,42190.00
E01000666,Bromley 033B,31990.00,47080.00
E01000667,Bromley 033C,33130.00,50670.00
E01000668,Bromley 020B,28760.00,39830.00
E01000669,Bromley 020C,28740.00,39570.00
E01000670,Bromley 018A,32710.00,45370.00
E01000671,Bromley 020D,28960.00,39470.00
E01000672,Bromley 011A,30900.00,42960.00
E01000673,Bromley 011B,30580.00,43300.00
E01000674,Bromley 008A,29230.00,40480.00
E01000675,Bromley 018B,29510.00,43860.00
E01000676,Bromley 008B,27580.00,38900.00
E01000677,Bromley 018C,29660.00,43080.00
E01000678,Bromley 016E,31170.00,42740.00
E01000679,Bromley 020E,28510.00,41240.00
E01000680,Bromley 037A,32560.00,45390.00
E01000681,Bromley 035A,30490.00,44230.00
E01000682,Bromley 035B,29720.00,42750.00
E01000683,Bromley 035C,29970.00,41820.00
E01000684,Bromley 035D,31740.00,45450.00
E01000685,Bromley 037B,28900.00,40680.00
E01000686,Bromley 037C,30760.00,42670.00
E01000687,Bromley 037D,30490.00,42820.00
E01000688,Bromley 037E,32240.00,46260.00
E01000689,Bromley 002A,27400.00,38030.00
E01000690,Bromley 002B,31080.00,42480.00
E01000691,Bromley 002C,28000.00,38980.00
E01000692,Bromley 002D,30760.00,41850.00
E01000693,Bromley 010A,31730.00,43130.00
E01000694,Bromley 007C,35710.00,49810.00
E01000695,Bromley 007D,33010.00,47620.00
E01000696,Bromley 007E,34850.00,50600.00
E01000697,Bromley 007F,33620.00,48050.00
E01000698,Bromley 010B,34020.00,45510.00
E01000699,Bromley 015A,25900.00,36560.00
E01000700,Bromley 013A,27890.00,40740.00
E01000701,Bromley 015B,28630.00,40060.00
E01000702,Bromley 013B,28610.00,42060.00
E01000703,Bromley 013C,30280.00,42900.00
E01000704,Bromley 015C,27360.00,38730.00
E01000705,Bromley 015D,26830.00,38840.00
E01000706,Bromley 013D,26350.00,38690.00
E01000707,Bromley 041A,31500.00,46020.00
E01000708,Bromley 041B,29450.00,41820.00
E01000709,Bromley 006A,28700.00,39340.00
E01000710,Bromley 006B,30350.00,42030.00
E01000711,Bromley 006C,30810.00,41480.00
E01000712,Bromley 012A,30660.00,43890.00
E01000713,Bromley 012B,30870.00,43520.00
E01000714,Bromley 006D,29750.00,40970.00
E01000715,Bromley 012C,30290.00,43190.00
E01000716,Bromley 011C,30660.00,43190.00
E01000717,Bromley 011D,30200.00,41420.00
E01000718,Bromley 006E,26560.00,36830.00
E01000719,Bromley 019A,23410.00,31400.00
E01000720,Bromley 019B,23010.00,29980.00
E01000721,Bromley 019C,21230.00,28190.00
E01000722,Bromley 023A,24420.00,33550.00
E01000723,Bromley 029A,25390.00,33730.00
E01000724,Bromley 019D,21510.00,29230.00
E01000725,Bromley 023B,24420.00,32740.00
E01000726,Bromley 029B,25990.00,35510.00
E01000727,Bromley 028A,26820.00,36220.00
E01000728,Bromley 019E,23120.00,31940.00
E01000729,Bromley 014A,20950.00,27880.00
E01000730,Bromley 014B,20980.00,28990.00
E01000731,Bromley 023C,23110.00,32070.00
E01000732,Bromley 023D,26010.00,36190.00
E01000733,Bromley 023E,24330.00,33760.00
E01000734,Bromley 028B,25990.00,37740.00
E01000735,Bromley 014C,22370.00,30390.00
E01000736,Bromley 010C,23520.00,32730.00
E01000737,Bromley 010D,24300.00,31820.00
E01000738,Bromley 014D,23810.00,32270.00
E01000739,Bromley 014E,21150.00,28960.00
E01000740,Bromley 005A,23370.00,33410.00
E01000741,Bromley 005B,23610.00,34240.00
E01000742,Bromley 005C,24410.00,35280.00
E01000743,Bromley 009A,21810.00,29300.00
E01000744,Bromley 009B,21320.00,28250.00
E01000745,Bromley 005D,25510.00,36640.00
E01000746,Bromley 005E,25680.00,37700.00
E01000747,Bromley 042B,30750.00,41410.00
E01000748,Bromley 042C,30000.00,41860.00
E01000749,Bromley 036A,29750.00,40550.00
E01000750,Bromley 036B,25840.00,36160.00
E01000751,Bromley 036C,29360.00,41140.00
E01000752,Bromley 036D,28830.00,39590.00
E01000753,Bromley 031A,30780.00,45120.00
E01000754,Bromley 031B,29710.00,42420.00
E01000755,Bromley 031C,29690.00,44580.00
E01000756,Bromley 033D,31770.00,48820.00
E01000757,Bromley 031D,31580.00,45980.00
E01000758,Bromley 031E,30840.00,45170.00
E01000759,Bromley 034A,30780.00,44030.00
E01000760,Bromley 034B,29130.00,42220.00
E01000761,Bromley 034C,30740.00,43040.00
E01000762,Bromley 018D,29120.00,43790.00
E01000763,Bromley 027A,30970.00,44450.00
E01000764,Bromley 027B,28110.00,41170.00
E01000765,Bromley 034D,30130.00,43780.00
E01000766,Bromley 027C,31220.00,45410.00
E01000767,Bromley 027D,31220.00,44930.00
E01000768,Bromley 034E,30790.00,43720.00
E01000769,Bromley 024A,29980.00,43000.00
E01000770,Bromley 012D,31480.00,46650.00
E01000771,Bromley 041C,31210.00,44510.00
E01000772,Bromley 012E,30840.00,44940.00
E01000773,Bromley 024B,30070.00,42740.00
E01000774,Bromley 041D,29150.00,42650.00
E01000775,Bromley 024C,33390.00,45280.00
E01000777,Bromley 024D,29710.00,42470.00
E01000778,Bromley 024E,27710.00,39790.00
E01000779,Bromley 001A,25570.00,36060.00
E01000780,Bromley 001B,22910.00,32470.00
E01000781,Bromley 001C,21540.00,30310.00
E01000782,Bromley 001D,20830.00,29250.00
E01000783,Bromley 001E,21690.00,29800.00
E01000784,Bromley 002E,28200.00,38560.00
E01000785,Bromley 001F,21830.00,30800.00
E01000786,Bromley 032A,28990.00,38960.00
E01000787,Bromley 029C,24630.00,34420.00
E01000788,Bromley 029D,26730.00,36230.00
E01000789,Bromley 032B,22390.00,30700.00
E01000790,Bromley 028C,29150.00,39170.00
E01000791,Bromley 029E,26100.00,36890.00
E01000792,Bromley 032C,25520.00,37210.00
E01000793,Bromley 032D,29980.00,41560.00
E01000794,Bromley 035E,30390.00,41940.00
E01000795,Bromley 032E,27240.00,37730.00
E01000796,Bromley 009C,21320.00,30010.00
E01000797,Bromley 013E,29080.00,41820.00
E01000798,Bromley 009D,21190.00,28230.00
E01000799,Bromley 004A,25350.00,36980.00
E01000800,Bromley 009E,24180.00,32040.00
E01000801,Bromley 015E,23870.00,34840.00
E01000802,Bromley 004B,25760.00,37420.00
E01000803,Bromley 004C,26010.00,38200.00
E01000804,Bromley 004D,28780.00,42030.00
E01000805,Bromley 004E,24720.00,36990.00
E01000806,Bromley 009F,22660.00,31840.00
E01000807,Bromley 022C,33100.00,46500.00
E01000808,Bromley 025A,31950.00,46960.00
E01000809,Bromley 022D,31030.00,44380.00
E01000810,Bromley 025B,33850.00,48130.00
E01000811,Bromley 025C,29810.00,45020.00
E01000812,Bromley 028D,29640.00,42460.00
E01000813,Bromley 025D,30950.00,44270.00
E01000814,Bromley 028E,34000.00,48380.00
E01000815,Bromley 025E,35350.00,49710.00
E01000816,Bromley 040A,27230.00,37840.00
E01000818,Bromley 040B,29080.00,39820.00
E01000819,Bromley 040C,25250.00,34510.00
E01000820,Bromley 008C,29080.00,40310.00
E01000822,Bromley 008D,28330.00,39510.00
E01000823,Bromley 008E,29520.00,41840.00
E01000824,Bromley 008F,28810.00,40040.00
E01000825,Bromley 008G,28330.00,39080.00
E01000826,Bromley 021A,35660.00,51470.00
E01000827,Bromley 021B,30950.00,44110.00
E01000828,Bromley 011E,31060.00,43010.00
E01000829,Bromley 018E,31080.00,44610.00
E01000830,Bromley 021C,37250.00,52120.00
E01000831,Bromley 021D,31190.00,45230.00
E01000832,Bromley 030A,31680.00,44130.00
E01000833,Bromley 021E,33640.00,48940.00
E01000834,Bromley 027E,31020.00,45790.00
E01000835,Bromley 030B,30100.00,42930.00
E01000836,Bromley 030C,31910.00,45040.00
E01000837,Bromley 030D,29700.00,41650.00
E01000838,Bromley 030E,30400.00,43250.00
E01000839,Bromley 030F,33160.00,45650.00
E01000840,Bromley 030G,31900.00,43000.00
E01000841,Bromley 030H,31000.00,43910.00
E01032562,Bromley 040D,22810.00,31960.00
E01032563,Bromley 040E,29950.00,41450.00
E01032568,Bromley 041E,25740.00,37100.00
E01032570,Bromley 042D,29640.00,39810.00
E01000842,Camden 011A,36040.00,53870.00
E01000843,Camden 014A,34630.00,47570.00
E01000844,Camden 011B,36650.00,53700.00
E01000845,Camden 014B,35190.00,48940.00
E01000846,Camden 014C,31470.00,44850.00
E01000847,Camden 014D,33550.00,45230.00
E01000848,Camden 011C,36320.00,53770.00
E01000849,Camden 011D,33010.00,50250.00
E01000850,Camden 026A,31840.00,45690.00
E01000851,Camden 026B,29000.00,41510.00
E01000852,Camden 026C,29100.00,37990.00
E01000853,Camden 025A,24530.00,36200.00
E01000854,Camden 026D,27020.00,37500.00
E01000855,Camden 028A,27610.00,40280.00
E01000856,Camden 019A,25290.00,36180.00
E01000857,Camden 018A,31740.00,47780.00
E01000858,Camden 018B,24170.00,37890.00
E01000859,Camden 018C,35270.00,52080.00
E01000860,Camden 018D,32030.00,46840.00
E01000861,Camden 019B,27220.00,36930.00
E01000862,Camden 018E,35020.00,51260.00
E01000863,Camden 021A,29910.00,43530.00
E01000864,Camden 015A,29800.00,41410.00
E01000865,Camden 015B,30920.00,44120.00
E01000866,Camden 009A,26970.00,38320.00
E01000867,Camden 015C,25390.00,34610.00
E01000868,Camden 015D,23110.00,32620.00
E01000869,Camden 015E,29730.00,40220.00
E01000870,Camden 009B,26710.00,37560.00
E01000871,Camden 005A,34030.00,48540.00
E01000872,Camden 005B,30630.00,41660.00
E01000873,Camden 005C,34480.00,50100.00
E01000874,Camden 005D,36490.00,51520.00
E01000875,Camden 013A,29650.00,40110.00
E01000876,Camden 013B,26470.00,36960.00
E01000877,Camden 005E,34700.00,51640.00
E01000878,Camden 004A,39260.00,54200.00
E01000879,Camden 004B,39740.00,56600.00
E01000880,Camden 004C,41710.00,58680.00
E01000881,Camden 008A,37070.00,51190.00
E01000882,Camden 008B,38460.00,56810.00
E01000883,Camden 008C,34790.00,51730.00
E01000884,Camden 004D,42460.00,61760.00
E01000885,Camden 004E,45360.00,65350.00
E01000886,Camden 006A,31270.00,47490.00
E01000887,Camden 006B,30660.00,45000.00
E01000888,Camden 006C,30760.00,45590.00
E01000889,Camden 007A,22750.00,31350.00
E01000890,Camden 007B,20940.00,27980.00
E01000891,Camden 007C,21790.00,28020.00
E01000892,Camden 006D,30330.00,46280.00
E01000893,Camden 002A,39740.00,58080.00
E01000894,Camden 002B,42120.00,64030.00
E01000895,Camden 002C,37950.00,54420.00
E01000896,Camden 002D,41390.00,60400.00
E01000897,Camden 008D,42280.00,59400.00
E01000898,Camden 008E,34990.00,51800.00
E01000899,Camden 002E,43900.00,63980.00
E01000900,Camden 012A,27350.00,36320.00
E01000901,Camden 007D,22860.00,29340.00
E01000902,Camden 012B,24140.00,31680.00
E01000903,Camden 006E,31050.00,44680.00
E01000904,Camden 012C,24800.00,34970.00
E01000905,Camden 012D,21220.00,29440.00
E01000906,Camden 012E,30910.00,42580.00
E01000907,Camden 001A,27790.00,39200.00
E01000908,Camden 001B,26920.00,40040.00
E01000909,Camden 001C,34810.00,52000.00
E01000910,Camden 003A,33520.00,54620.00
E01000911,Camden 003B,30760.00,44060.00
E01000912,Camden 001D,28840.00,40870.00
E01000913,Camden 001E,37310.00,56610.00
E01000914,Camden 028B,29980.00,40900.00
E01000915,Camden 027A,24880.00,36290.00
E01000916,Camden 027B,29440.00,39950.00
E01000917,Camden 027C,23180.00,32420.00
E01000918,Camden 028C,28160.00,40970.00
E01000919,Camden 028D,28980.00,42040.00
E01000920,Camden 027D,28230.00,40450.00
E01000921,Camden 003C,29690.00,41550.00
E01000922,Camden 007E,26230.00,36890.00
E01000923,Camden 003D,31840.00,44890.00
E01000924,Camden 009C,29700.00,41220.00
E01000925,Camden 009D,24320.00,33350.00
E01000926,Camden 009E,25910.00,39530.00
E01000927,Camden 007F,29990.00,42190.00
E01000928,Camden 003E,28900.00,41520.00
E01000929,Camden 020A,23520.00,35950.00
E01000930,Camden 020B,23530.00,30710.00
E01000931,Camden 013C,25060.00,32680.00
E01000932,Camden 013D,29780.00,40530.00
E01000933,Camden 020C,29150.00,39670.00
E01000934,Camden 020D,23060.00,31080.00
E01000935,Camden 020E,24330.00,31810.00
E01000936,Camden 024A,25290.00,32950.00
E01000937,Camden 025B,26920.00,33460.00
E01000938,Camden 024B,22110.00,32790.00
E01000939,Camden 024C,21660.00,31200.00
E01000940,Camden 024D,24550.00,33410.00
E01000941,Camden 025C,22120.00,30460.00
E01000942,Camden 025D,26950.00,35700.00
E01000943,Camden 025E,27240.00,35970.00
E01000944,Camden 023A,22940.00,30380.00
E01000945,Camden 023B,24810.00,33100.00
E01000946,Camden 021B,29700.00,41840.00
E01000947,Camden 021C,27520.00,36710.00
E01000948,Camden 021D,30360.00,41770.00
E01000949,Camden 023C,24590.00,33550.00
E01000950,Camden 023D,20230.00,27140.00
E01000951,Camden 023E,22340.00,28190.00
E01000952,Camden 022A,20200.00,29030.00
E01000953,Camden 022B,19290.00,29180.00
E01000954,Camden 022C,19430.00,27650.00
E01000955,Camden 022D,20110.00,28420.00
E01000956,Camden 022E,20680.00,31750.00
E01000957,Camden 019C,25570.00,34320.00
E01000958,Camden 019D,22970.00,34000.00
E01000959,Camden 019E,20640.00,29120.00
E01000960,Camden 017A,33610.00,44050.00
E01000961,Camden 017B,29990.00,39240.00
E01000962,Camden 016A,36700.00,51220.00
E01000963,Camden 017C,35550.00,48720.00
E01000964,Camden 016B,34360.00,48490.00
E01000965,Camden 016C,33150.00,47360.00
E01000966,Camden 016D,37210.00,53350.00
E01000967,Camden 017D,37090.00,50140.00
E01000968,Camden 016E,34410.00,47190.00
E01000969,Camden 010A,34540.00,49230.00
E01000970,Camden 010B,33590.00,47000.00
E01000971,Camden 010C,34440.00,49490.00
E01000972,Camden 010D,30320.00,40470.00
E01000973,Camden 010E,30750.00,42200.00
E01000974,Camden 013E,27310.00,37370.00
E01000975,Croydon 022A,28480.00,38770.00
E01000976,Croydon 022B,26650.00,35370.00
E01000977,Croydon 022C,26030.00,35160.00
E01000978,Croydon 022D,27420.00,37210.00
E01000979,Croydon 022E,29770.00,39210.00
E01000980,Croydon 017A,27200.00,38520.00
E01000981,Croydon 017B,27050.00,38900.00
E01000982,Croydon 017C,27400.00,37990.00
E01000983,Croydon 017D,28020.00,39410.00
E01000984,Croydon 022F,26290.00,35550.00
E01000985,Croydon 021A,28920.00,41210.00
E01000986,Croydon 021B,30830.00,41490.00
E01000987,Croydon 021C,28620.00,40860.00
E01000989,Croydon 018A,28490.00,40290.00
E01000990,Croydon 045A,22420.00,31910.00
E01000991,Croydon 018B,28420.00,40810.00
E01000992,Croydon 014A,24160.00,34310.00
E01000993,Croydon 021D,28090.00,39750.00
E01000994,Croydon 009A,26290.00,35170.00
E01000995,Croydon 009B,24770.00,33150.00
E01000996,Croydon 009C,26480.00,36090.00
E01000997,Croydon 009D,25210.00,34730.00
E01000998,Croydon 010A,23700.00,32520.00
E01000999,Croydon 009E,25300.00,33970.00
E01001000,Croydon 010B,23510.00,33930.00
E01001001,Croydon 013A,23560.00,32340.00
E01001002,Croydon 009F,25830.00,34430.00
E01001003,Croydon 010C,23960.00,33410.00
E01001004,Croydon 015A,24070.00,32910.00
E01001005,Croydon 019A,23220.00,31970.00
E01001006,Croydon 016A,24730.00,33000.00
E01001007,Croydon 016B,23130.00,32510.00
E01001008,Croydon 019B,22030.00,31030.00
E01001009,Croydon 019C,22900.00,32860.00
E01001010,Croydon 019D,21660.00,29640.00
E01001011,Croydon 019E,22700.00,31020.00
E01001012,Croydon 020A,23320.00,30200.00
E01001013,Croydon 020B,21150.00,28220.00
E01001014,Croydon 024A,23580.00,33210.00
E01001015,Croydon 041A,29040.00,40450.00
E01001016,Croydon 041B,30300.00,41870.00
E01001017,Croydon 043A,32520.00,45810.00
E01001018,Croydon 044A,29730.00,41730.00
E01001019,Croydon 044B,31390.00,43320.00
E01001020,Croydon 044C,29310.00,40510.00
E01001021,Croydon 044D,24560.00,34410.00
E01001022,Croydon 044E,29510.00,41260.00
E01001023,Croydon 041C,28360.00,38720.00
E01001024,Croydon 043B,30440.00,43280.00
E01001025,Croydon 043C,30820.00,43050.00
E01001026,Croydon 043D,29210.00,41320.00
E01001027,Croydon 043E,31820.00,44970.00
E01001028,Croydon 038A,36820.00,50720.00
E01001029,Croydon 038B,34070.00,47150.00
E01001030,Croydon 038C,35670.00,49700.00
E01001031,Croydon 038D,35270.00,48800.00
E01001032,Croydon 035A,34450.00,48580.00
E01001033,Croydon 031A,29210.00,40050.00
E01001034,Croydon 031B,29550.00,40410.00
E01001035,Croydon 027A,29180.00,39610.00
E01001036,Croydon 029A,31430.00,44880.00
E01001037,Croydon 029B,28020.00,39030.00
E01001038,Croydon 029C,28800.00,39850.00
E01001039,Croydon 029D,32360.00,45740.00
E01001040,Croydon 029E,29050.00,39980.00
E01001041,Croydon 031C,28910.00,38130.00
E01001042,Croydon 024B,26410.00,35040.00
E01001043,Croydon 027B,27400.00,35480.00
E01001044,Croydon 023A,31190.00,43380.00
E01001045,Croydon 027C,26030.00,37150.00
E01001046,Croydon 023B,31080.00,43550.00
E01001047,Croydon 027D,27650.00,37160.00
E01001048,Croydon 020C,27520.00,35430.00
E01001049,Croydon 023C,34030.00,47420.00
E01001050,Croydon 023D,28010.00,39050.00
E01001051,Croydon 030A,18780.00,27660.00
E01001052,Croydon 030B,19320.00,28060.00
E01001053,Croydon 032A,20290.00,29670.00
E01001054,Croydon 030C,19790.00,27660.00
E01001055,Croydon 032B,19350.00,27650.00
E01001056,Croydon 030D,19500.00,26850.00
E01001057,Croydon 030E,18090.00,26170.00
E01001058,Croydon 034A,29580.00,38790.00
E01001059,Croydon 034B,28210.00,37840.00
E01001060,Croydon 034C,28470.00,37580.00
E01001061,Croydon 034D,26170.00,35480.00
E01001062,Croydon 026A,31880.00,44180.00
E01001063,Croydon 026B,29830.00,42790.00
E01001064,Croydon 026C,31150.00,43330.00
E01001065,Croydon 034E,27310.00,38240.00
E01001066,Croydon 034F,23910.00,32900.00
E01001067,Croydon 041D,33520.00,47080.00
E01001068,Croydon 042A,30090.00,43280.00
E01001069,Croydon 040A,31790.00,43000.00
E01001070,Croydon 040B,29650.00,40030.00
E01001071,Croydon 042B,30080.00,42650.00
E01001072,Croydon 042C,36080.00,48240.00
E01001073,Croydon 037A,29990.00,42130.00
E01001074,Croydon 041E,30360.00,40270.00
E01001075,Croydon 040C,29630.00,41150.00
E01001076,Croydon 036A,20350.00,29060.00
E01001077,Croydon 032C,22580.00,33200.00
E01001078,Croydon 032D,21350.00,30600.00
E01001079,Croydon 036B,19550.00,28800.00
E01001080,Croydon 036C,18350.00,26870.00
E01001081,Croydon 036D,19690.00,28590.00
