Code,Area,price_m_2001
E01002239,Harrow 025C,148475.00
E01002240,Harrow 024C,148500.00
E01002241,Harrow 025D,148500.00
E01002242,Harrow 024D,148500.00
E01032576,Harrow 032E,148500.00
E01002243,Havering 013A,148500.00
E01002244,Havering 011A,148500.00
E01002245,Havering 011B,148500.00
E01002246,Havering 017A,148500.00
E01002247,Havering 017B,148650.00
E01002248,Havering 017C,148750.00
E01002249,Havering 017D,149000.00
E01002250,Havering 017E,149000.00
E01002251,Havering 017F,149000.00
E01002252,Havering 018A,149000.00
E01002253,Havering 019A,149000.00
E01002254,Havering 019B,149000.00
E01002255,Havering 022A,149000.00
E01002256,Havering 018B,149000.00
E01002257,Havering 019C,149000.00
E01002258,Havering 018C,149250.00
E01002259,Havering 018D,149250.00
E01002260,Havering 026A,149375.00
E01002261,Havering 026B,149497.50
E01002262,Havering 026C,149500.00
E01002263,Havering 026D,149500.00
E01002264,Havering 026E,149500.00
E01002265,Havering 025A,149500.00
E01002266,Havering 027A,149750.00
E01002267,Havering 027B,149950.00
E01002268,Havering 010A,149950.00
E01002269,Havering 010B,149950.00
E01002270,Havering 015A,149975.00
E01002271,Havering 015B,149975.00
E01002272,Havering 014A,149975.00
E01002273,Havering 015C,149995.00
E01002274,Havering 014B,149997.50
E01002275,Havering 015D,150000.00
E01002276,Havering 001A,150000.00
E01002277,Havering 002A,150000.00
E01002278,Havering 001B,150000.00
E01002279,Havering 002B,150000.00
E01002280,Havering 004A,150000.00
E01002281,Havering 002C,150000.00
E01002282,Havering 004B,150000.00
E01002283,Havering 002D,150000.00
E01002284,Havering 004C,150000.00
E01002285,Havering 025B,150000.00
E01002286,Havering 025C,150000.00
E01002287,Havering 023A,150000.00
E01002288,Havering 025D,150000.00
E01002289,Havering 022B,150000.00
E01002290,Havering 025E,150000.00
E01002291,Havering 023B,150000.00
E01002292,Havering 022C,150000.00
E01002293,Havering 007A,150000.00
E01002294,Havering 007B,150000.00
E01002295,Havering 010C,150000.00
E01002296,Havering 007C,150000.00
E01002297,Havering 004D,150000.00
E01002298,Havering 007D,150000.00
E01002299,Havering 002E,150000.00
E01002300,Havering 007E,150000.00
E01002301,Havering 003A,150000.00
E01002302,Havering 005A,150000.00
E01002303,Havering 003B,150000.00
E01002304,Havering 003C,150000.00
E01002305,Havering 005B,150000.00
E01002306,Havering 003D,150000.00
E01002307,Havering 003E,150000.00
E01002308,Havering 005C,150000.00
E01002309,Havering 006A,150000.00
E01002310,Havering 006B,150000.00
E01002311,Havering 006C,150000.00
E01002312,Havering 001C,150250.00
E01002313,Havering 001D,150497.50
E01002314,Havering 004E,150500.00
E01002315,Havering 006D,150500.00
E01002316,Havering 004F,150500.00
E01002317,Havering 014C,150500.00
E01002318,Havering 014D,150750.00
E01002319,Havering 016A,151000.00
E01002320,Havering 021A,151000.00
E01002321,Havering 021B,151000.00
E01002322,Havering 021C,151000.00
E01002323,Havering 021D,151000.00
E01002324,Havering 021E,151000.00
E01002325,Havering 011C,151000.00
E01002326,Havering 005D,151075.00
E01002327,Havering 009A,151250.00
E01002328,Havering 009B,151250.00
E01002329,Havering 011D,151497.50
E01002330,Havering 011E,151500.00
E01002331,Havering 005E,151500.00
E01002332,Havering 009C,151500.00
E01002333,Havering 008A,151500.00
E01002334,Havering 008B,151750.00
E01002335,Havering 009D,151750.00
E01002336,Havering 008C,151950.00
E01002337,Havering 012A,151975.00
E01002338,Havering 009E,151975.00
E01002339,Havering 008D,151997.50
E01002340,Havering 009F,152000.00
E01002341,Havering 008E,152000.00
E01002342,Havering 030A,152000.00
E01002343,Havering 029A,152000.00
E01002344,Havering 029B,152000.00
E01002345,Havering 030B,152000.00
E01002346,Havering 030C,152000.00
E01002347,Havering 030D,152000.00
E01002348,Havering 029C,152000.00
E01002349,Havering 029D,152000.00
E01002350,Havering 016B,152000.00
E01002351,Havering 016C,152225.00
E01002352,Havering 016D,152250.00
E01002353,Havering 013B,152450.00
E01002354,Havering 012B,152475.00
E01002355,Havering 014E,152500.00
E01002356,Havering 013C,152500.00
E01002358,Havering 016E,152500.00
E01002359,Havering 020A,152500.00
E01002360,Havering 020B,152500.00
E01002361,Havering 020C,152500.00
E01002362,Havering 022D,152500.00
E01002363,Havering 020D,152500.00
E01002364,Havering 023C,152750.00
E01002365,Havering 023D,152932.00
E01002366,Havering 023E,152950.00
E01002367,Havering 020E,152950.00
E01002368,Havering 028A,152950.00
E01002369,Havering 028B,153000.00
E01002370,Havering 028C,153000.00
E01002371,Havering 028D,153000.00
E01002372,Havering 027C,153000.00
E01002373,Havering 027D,153000.00
E01002374,Havering 027E,153000.00
E01002375,Havering 028E,153000.00
E01002376,Havering 012C,153000.00
E01002377,Havering 010D,153000.00
E01002378,Havering 010E,153000.00
E01002379,Havering 012D,153000.00
E01002380,Havering 012E,153000.00
E01002381,Havering 012F,153000.00
E01002382,Havering 014F,153000.00
E01002383,Havering 010F,153000.00
E01002384,Havering 019D,153125.00
E01002385,Havering 024A,153250.00
E01002386,Havering 022E,153500.00
E01002387,Havering 024B,153500.00
E01002388,Havering 024C,153500.00
E01002389,Havering 024D,153500.00
E01002390,Havering 024E,153500.00
E01002391,Havering 018E,153500.00
E01032741,Havering 013E,153750.00
E01032742,Havering 013F,153750.00
E01002392,Hillingdon 020A,153975.00
E01002393,Hillingdon 020B,153975.00
E01002394,Hillingdon 021A,153975.00
E01002395,Hillingdon 021B,154000.00
E01002396,Hillingdon 026A,154000.00
E01002397,Hillingdon 021C,154000.00
E01002398,Hillingdon 021D,154000.00
E01002399,Hillingdon 021E,154000.00
E01002400,Hillingdon 024A,154000.00
E01002401,Hillingdon 024B,154000.00
E01002402,Hillingdon 024C,154000.00
E01002403,Hillingdon 024D,154000.00
E01002404,Hillingdon 024E,154000.00
E01002405,Hillingdon 027A,154000.00
E01002406,Hillingdon 027B,154000.00
E01002407,Hillingdon 030A,154000.00
E01002408,Hillingdon 019A,154000.00
E01002409,Hillingdon 019B,154000.00
E01002410,Hillingdon 017A,154000.00
E01002411,Hillingdon 022A,154000.00
E01002412,Hillingdon 017B,154000.00
E01002413,Hillingdon 022B,154250.00
E01002414,Hillingdon 015A,154250.00
E01002415,Hillingdon 010A,154250.00
E01002416,Hillingdon 008A,154250.00
E01002417,Hillingdon 008B,154497.50
E01002418,Hillingdon 006A,154500.00
E01002419,Hillingdon 006B,154500.00
E01002420,Hillingdon 008C,154500.00
E01002421,Hillingdon 008D,154500.00
E01002422,Hillingdon 018A,154950.00
E01002423,Hillingdon 018B,155000.00
E01002424,Hillingdon 018C,155000.00
E01002425,Hillingdon 018D,155000.00
E01002426,Hillingdon 021F,155000.00
E01002427,Hillingdon 018E,155000.00
E01002428,Hillingdon 018F,155000.00
E01002429,Hillingdon 019C,155000.00
E01002430,Hillingdon 007A,155000.00
E01002431,Hillingdon 006C,155000.00
E01002432,Hillingdon 006D,155000.00
E01002433,Hillingdon 004A,155000.00
E01002434,Hillingdon 007B,155000.00
E01002435,Hillingdon 007C,155000.00
E01002436,Hillingdon 004B,155000.00
E01002437,Hillingdon 006E,155000.00
E01002438,Hillingdon 003A,155000.00
E01002439,Hillingdon 003B,155000.00
E01002440,Hillingdon 003C,155000.00
E01002441,Hillingdon 003D,155000.00
E01002442,Hillingdon 003E,155000.00
E01002443,Hillingdon 032A,155000.00
E01002444,Hillingdon 031A,155000.00
E01002445,Hillingdon 029A,155000.00
E01002446,Hillingdon 031B,155000.00
E01002447,Hillingdon 031C,155000.00
E01002448,Hillingdon 032B,155000.00
E01002449,Hillingdon 032C,155000.00
E01002450,Hillingdon 014A,155000.00
E01002451,Hillingdon 014B,155000.00
E01002452,Hillingdon 014C,155000.00
E01002453,Hillingdon 014D,155000.00
E01002454,Hillingdon 014E,155000.00
E01002455,Hillingdon 019D,155000.00
E01002456,Hillingdon 017C,155000.00
E01002457,Hillingdon 019E,155000.00
E01002458,Hillingdon 011A,155000.00
E01002459,Hillingdon 011B,155000.00
E01002460,Hillingdon 011C,155000.00
E01002461,Hillingdon 013A,155000.00
E01002462,Hillingdon 011D,155000.00
E01002463,Hillingdon 013B,155000.00
E01002464,Hillingdon 011E,155225.00
E01002465,Hillingdon 009A,155475.00
E01002466,Hillingdon 010B,155500.00
E01002467,Hillingdon 009B,155500.00
E01002468,Hillingdon 010C,155500.00
E01002469,Hillingdon 010D,155500.00
E01002470,Hillingdon 007D,155500.00
E01002471,Hillingdon 008E,155500.00
E01002472,Hillingdon 002A,155500.00
E01002473,Hillingdon 001A,155750.00
E01002474,Hillingdon 002B,155975.00
E01002475,Hillingdon 001B,156000.00
E01002476,Hillingdon 001C,156000.00
E01002477,Hillingdon 001D,156000.00
E01002478,Hillingdon 002C,156000.00
E01002479,Hillingdon 004C,156000.00
E01002480,Hillingdon 004D,156000.00
E01002481,Hillingdon 004E,156000.00
E01002482,Hillingdon 001E,156000.00
E01002483,Hillingdon 002D,156000.00
E01002484,Hillingdon 002E,156000.00
E01002485,Hillingdon 002F,156250.00
E01002486,Hillingdon 028A,156250.00
E01002487,Hillingdon 028B,156500.00
E01002488,Hillingdon 030B,156500.00
E01002489,Hillingdon 030C,156500.00
E01002490,Hillingdon 030D,156500.00
E01002491,Hillingdon 032D,156500.00
E01002492,Hillingdon 030E,156500.00
E01002493,Hillingdon 032E,156500.00
E01002494,Hillingdon 009C,156750.00
E01002495,Hillingdon 010E,156750.00
E01002496,Hillingdon 033A,156750.00
E01002497,Hillingdon 033B,157000.00
E01002498,Hillingdon 033C,157000.00
E01002499,Hillingdon 033D,157000.00
E01002501,Hillingdon 026B,157000.00
E01002502,Hillingdon 026C,157000.00
E01002503,Hillingdon 027C,157000.00
E01002504,Hillingdon 027D,157000.00
E01002505,Hillingdon 026D,157000.00
E01002506,Hillingdon 027E,157000.00
E01002507,Hillingdon 027F,157000.00
E01002508,Hillingdon 026E,157250.00
E01002509,Hillingdon 017D,157250.00
E01002511,Hillingdon 017E,157475.00
E01002512,Hillingdon 013C,157475.00
E01002513,Hillingdon 013D,157500.00
E01002514,Hillingdon 015C,157500.00
E01002515,Hillingdon 015D,157500.00
E01002516,Hillingdon 013E,157500.00
E01002518,Hillingdon 022C,157500.00
E01002519,Hillingdon 022D,157500.00
E01002520,Hillingdon 016B,157500.00
E01002521,Hillingdon 016C,157500.00
E01002523,Hillingdon 016D,157500.00
E01002525,Hillingdon 029B,157500.00
E01002526,Hillingdon 028C,157500.00
E01002527,Hillingdon 031D,157750.00
E01002528,Hillingdon 028D,157800.00
E01002529,Hillingdon 029C,157950.00
E01002530,Hillingdon 029D,158000.00
E01002531,Hillingdon 029E,158000.00
E01002532,Hillingdon 028E,158000.00
E01002533,Hillingdon 005A,158000.00
E01002534,Hillingdon 005B,158000.00
E01002535,Hillingdon 007E,158000.00
E01002536,Hillingdon 009D,158000.00
E01002537,Hillingdon 009E,158000.00
E01002538,Hillingdon 005C,158000.00
E01002539,Hillingdon 005D,158000.00
E01002540,Hillingdon 020C,158000.00
E01002541,Hillingdon 023A,158000.00
E01002542,Hillingdon 020D,158000.00
E01002543,Hillingdon 020E,158125.00
E01002544,Hillingdon 023B,158500.00
E01002545,Hillingdon 023C,158500.00
E01002546,Hillingdon 023D,158500.00
E01002547,Hillingdon 023E,158500.00
E01002548,Hillingdon 025A,158500.00
E01002549,Hillingdon 025B,158500.00
E01002550,Hillingdon 022E,158500.00
E01002551,Hillingdon 025C,158750.00
E01002552,Hillingdon 025D,158950.00
E01002553,Hillingdon 025E,158975.00
E01002554,Hillingdon 022F,159000.00
E01032577,Hillingdon 033E,159000.00
E01033724,Hillingdon 016F,159000.00
E01033725,Hillingdon 015F,159000.00
E01002555,Hounslow 022A,159000.00
E01002556,Hounslow 022B,159000.00
E01002557,Hounslow 023A,159225.00
E01002558,Hounslow 023B,159225.00
E01002559,Hounslow 023C,159250.00
E01002560,Hounslow 023D,159475.00
E01002561,Hounslow 023E,159500.00
E01002562,Hounslow 003A,159500.00
E01002563,Hounslow 006A,159500.00
E01002564,Hounslow 003B,159750.00
E01002565,Hounslow 006B,159950.00
E01002566,Hounslow 003C,159950.00
E01002567,Hounslow 006C,159950.00
E01002568,Hounslow 003D,159950.00
E01002569,Hounslow 001A,159950.00
E01002570,Hounslow 001B,159950.00
E01002571,Hounslow 007A,159950.00
E01002572,Hounslow 007B,159995.00
E01002573,Hounslow 001C,159997.50
E01002574,Hounslow 001D,159997.50
E01002575,Hounslow 001E,160000.00
E01002576,Hounslow 008A,160000.00
E01002577,Hounslow 007C,160000.00
E01002578,Hounslow 007D,160000.00
E01002579,Hounslow 008B,160000.00
E01002580,Hounslow 008C,160000.00
E01002581,Hounslow 008D,160000.00
E01002582,Hounslow 008E,160000.00
E01002583,Hounslow 013A,160000.00
E01002584,Hounslow 013B,160000.00
E01002585,Hounslow 013C,160000.00
E01002586,Hounslow 013D,160000.00
E01002587,Hounslow 016A,160000.00
E01002588,Hounslow 016B,160000.00
E01002589,Hounslow 013E,160000.00
E01002590,Hounslow 022C,160000.00
E01002591,Hounslow 024A,160000.00
E01002592,Hounslow 022D,160000.00
E01002593,Hounslow 024B,160000.00
E01002594,Hounslow 024C,160000.00
E01002595,Hounslow 022E,160000.00
E01002596,Hounslow 027A,160000.00
E01002598,Hounslow 025B,160000.00
E01002599,Hounslow 025C,160000.00
E01002600,Hounslow 025D,160000.00
E01002601,Hounslow 027B,160000.00
E01002602,Hounslow 027C,160000.00
E01002603,Hounslow 025E,160000.00
E01002604,Hounslow 026A,160000.00
E01002605,Hounslow 026B,160000.00
E01002606,Hounslow 026C,160000.00
E01002607,Hounslow 026D,160250.00
E01002608,Hounslow 028A,160250.00
E01002609,Hounslow 028B,160250.00
E01002610,Hounslow 028C,160475.00
E01002611,Hounslow 024D,160500.00
E01002612,Hounslow 024E,160500.00
E01002613,Hounslow 024F,160500.00
E01002614,Hounslow 027D,160500.00
E01002615,Hounslow 026E,160500.00
E01002616,Hounslow 027E,160500.00
E01002617,Hounslow 028D,160500.00
E01002618,Hounslow 011A,160975.00
E01002619,Hounslow 010A,161000.00
E01002620,Hounslow 004A,161000.00
E01002621,Hounslow 011B,161000.00
E01002622,Hounslow 010B,161000.00
E01002623,Hounslow 011C,161000.00
E01002624,Hounslow 017A,161000.00
E01002625,Hounslow 004B,161000.00
E01002626,Hounslow 004C,161000.00
E01002627,Hounslow 004D,161000.00
E01002628,Hounslow 011D,161000.00
E01002629,Hounslow 011E,161000.00
E01002630,Hounslow 012A,161225.00
E01002631,Hounslow 004E,161250.00
E01002632,Hounslow 010C,161250.00
E01002633,Hounslow 005A,161250.00
E01002634,Hounslow 005B,161497.50
E01002635,Hounslow 010D,161500.00
E01002636,Hounslow 010E,161500.00
E01002637,Hounslow 005C,161500.00
E01002638,Hounslow 005D,161500.00
E01002639,Hounslow 012B,161500.00
E01002640,Hounslow 012C,161500.00
E01002641,Hounslow 018A,161750.00
E01002642,Hounslow 015A,161850.00
E01002643,Hounslow 015B,162000.00
E01002645,Hounslow 015C,162000.00
E01002646,Hounslow 017B,162000.00
E01002647,Hounslow 021A,162000.00
E01002648,Hounslow 018C,162000.00
E01002649,Hounslow 018D,162000.00
E01002650,Hounslow 021B,162000.00
E01002651,Hounslow 021C,162000.00
E01002652,Hounslow 021D,162000.00
E01002653,Hounslow 019A,162000.00
E01002654,Hounslow 019B,162000.00
E01002655,Hounslow 019C,162250.00
E01002656,Hounslow 019D,162475.00
E01002657,Hounslow 018E,162475.00
E01002658,Hounslow 015D,162475.00
E01002659,Hounslow 019E,162475.00
E01002660,Hounslow 016C,162500.00
E01002661,Hounslow 016D,162500.00
E01002662,Hounslow 017C,162500.00
E01002663,Hounslow 017D,162500.00
E01002664,Hounslow 017E,162500.00
E01002665,Hounslow 016E,162500.00
E01002666,Hounslow 021E,162500.00
E01002667,Hounslow 020A,162500.00
E01002668,Hounslow 014A,162500.00
E01002669,Hounslow 014B,162750.00
E01002670,Hounslow 020B,163000.00
E01002671,Hounslow 020C,163000.00
E01002672,Hounslow 020D,163000.00
E01002673,Hounslow 020E,163475.00
E01002674,Hounslow 012D,163500.00
E01002675,Hounslow 009A,163500.00
E01002676,Hounslow 012E,163500.00
E01002677,Hounslow 015E,163725.00
E01002678,Hounslow 009B,163750.00
E01002679,Hounslow 009C,163750.00
E01002680,Hounslow 009D,163750.00
E01002681,Hounslow 014C,163950.00
E01002682,Hounslow 014D,163972.50
E01002683,Hounslow 014E,164000.00
E01002684,Hounslow 006D,164000.00
E01002686,Hounslow 006E,164000.00
E01002687,Hounslow 029A,164000.00
E01002689,Hounslow 007E,164000.00
E01002690,Hounslow 007F,164000.00
E01002691,Hounslow 029B,164000.00
E01002692,Hounslow 029C,164250.00
E01002693,Hounslow 029D,164250.00
E01032573,Hounslow 029E,164250.00
E01033000,Hounslow 025F,164475.00
E01033030,Hounslow 025G,164500.00
E01033081,Hounslow 003F,164500.00
E01033082,Hounslow 003G,164671.00
E01033083,Hounslow 018F,164725.00
E01033084,Hounslow 018G,164725.00
E01002694,Islington 019A,164995.00
E01002695,Islington 021A,164997.50
E01002696,Islington 020A,165000.00
E01002697,Islington 019B,165000.00
E01002698,Islington 017A,165000.00
E01002699,Islington 017B,165000.00
E01002700,Islington 017C,165000.00
E01002701,Islington 023A,165000.00
E01002702,Islington 023B,165000.00
E01002703,Islington 023C,165000.00
E01002704,Islington 023D,165000.00
E01002706,Islington 023E,165000.00
E01002707,Islington 022B,165000.00
E01002708,Islington 015A,165000.00
E01002709,Islington 019C,165000.00
E01002710,Islington 019D,165000.00
E01002711,Islington 021B,165000.00
E01002712,Islington 015B,165000.00
E01002713,Islington 015C,165000.00
E01002714,Islington 017D,165000.00
E01002715,Islington 019E,165000.00
E01002716,Islington 014A,165000.00
E01002717,Islington 016A,165000.00
E01002718,Islington 014B,165000.00
E01002719,Islington 016B,165000.00
E01002720,Islington 016C,165000.00
E01002721,Islington 014C,165000.00
E01002722,Islington 018A,165000.00
E01002723,Islington 022C,165000.00
E01002724,Islington 022D,165000.00
E01002725,Islington 022E,165000.00
E01002726,Islington 022F,165000.00
E01002727,Islington 021C,165000.00
E01002728,Islington 021D,165000.00
E01002729,Islington 021E,165250.00
E01002730,Islington 007A,165500.00
E01002731,Islington 007B,165500.00
E01002732,Islington 005A,165750.00
E01002733,Islington 007C,165750.00
E01002734,Islington 005B,165975.00
E01002735,Islington 003A,166000.00
E01002736,Islington 005C,166000.00
E01002737,Islington 005D,166000.00
E01002738,Islington 009A,166000.00
E01002739,Islington 013A,166000.00
E01002740,Islington 013B,166000.00
E01002741,Islington 009B,166000.00
E01002742,Islington 006A,166000.00
E01002743,Islington 009C,166000.00
E01002744,Islington 009D,166000.00
E01002745,Islington 013C,166000.00
E01002747,Islington 006B,166000.00
E01002748,Islington 006C,166000.00
E01002749,Islington 006D,166000.00
E01002751,Islington 005E,166000.00
E01002752,Islington 009E,166000.00
E01002753,Islington 002A,166000.00
E01002754,Islington 002B,166250.00
E01002755,Islington 001A,166250.00
E01002756,Islington 001B,166500.00
E01002757,Islington 002C,166500.00
E01002758,Islington 001C,166500.00
E01002759,Islington 002D,166500.00
E01002760,Islington 002E,166500.00
E01002762,Islington 011C,166500.00
E01002763,Islington 007D,166500.00
E01002764,Islington 010A,166500.00
E01002765,Islington 015D,166500.00
E01002766,Islington 015E,166745.00
E01002767,Islington 011D,167000.00
E01002768,Islington 004A,167000.00
E01002769,Islington 008A,167000.00
E01002770,Islington 004B,167000.00
E01002771,Islington 004C,167000.00
E01002772,Islington 002F,167000.00
E01002773,Islington 004D,167000.00
E01002774,Islington 004E,167000.00
E01002775,Islington 014D,167000.00
E01002776,Islington 014E,167000.00
E01002777,Islington 012A,167000.00
E01002778,Islington 012B,167000.00
E01002779,Islington 012C,167000.00
E01002780,Islington 014F,167000.00
E01002781,Islington 012D,167250.00
E01002782,Islington 012E,167475.00
E01002783,Islington 010B,167497.50
E01002784,Islington 010C,167500.00
E01002785,Islington 008B,167500.00
E01002786,Islington 010D,167500.00
E01002787,Islington 010E,167500.00
E01002788,Islington 008C,167500.00
E01002789,Islington 008D,167500.00
E01002790,Islington 016D,167500.00
E01002791,Islington 016E,167750.00
E01002792,Islington 017E,167750.00
E01002793,Islington 016F,167750.00
E01002794,Islington 020B,167975.00
E01002795,Islington 013D,168000.00
E01002796,Islington 013E,168000.00
E01002797,Islington 018B,168000.00
E01002798,Islington 018C,168000.00
E01002799,Islington 018D,168000.00
E01002800,Islington 018E,168000.00
E01002801,Islington 020C,168000.00
E01002802,Islington 020D,168000.00
E01002803,Islington 020E,168000.00
E01002804,Islington 001D,168000.00
E01002805,Islington 003B,168000.00
E01002806,Islington 003C,168250.00
E01002807,Islington 001E,168250.00
E01002808,Islington 003D,168250.00
E01002809,Islington 003E,168497.50
E01002810,Islington 003F,168500.00
E01002811,Islington 001F,168500.00
E01033486,Islington 011E,168500.00
E01033487,Islington 011F,168500.00
E01033488,Islington 011G,168500.00
E01033489,Islington 022G,168725.00
E01033490,Islington 022H,168725.00
E01033491,Islington 011H,168750.00
E01033492,Islington 011I,168750.00
E01033493,Islington 006F,168750.00
E01033494,Islington 006G,168950.00
E01002812,Kensington and Chelsea 013A,168950.00
E01002813,Kensington and Chelsea 011A,169000.00
E01002814,Kensington and Chelsea 015A,169000.00
E01002815,Kensington and Chelsea 011B,169000.00
E01002816,Kensington and Chelsea 011C,169000.00
E01002817,Kensington and Chelsea 011D,169000.00
E01002818,Kensington and Chelsea 012A,169000.00
E01002819,Kensington and Chelsea 012B,169250.00
E01002820,Kensington and Chelsea 016A,169500.00
E01002821,Kensington and Chelsea 014A,169500.00
E01002822,Kensington and Chelsea 016B,169500.00
E01002823,Kensington and Chelsea 014B,169500.00
E01002824,Kensington and Chelsea 008A,169500.00
E01002825,Kensington and Chelsea 008B,169600.00
E01002826,Kensington and Chelsea 008C,169950.00
E01002827,Kensington and Chelsea 008D,169950.00
E01002828,Kensington and Chelsea 008E,169950.00
E01002829,Kensington and Chelsea 004A,169975.00
E01002830,Kensington and Chelsea 004B,169975.00
E01002831,Kensington and Chelsea 004C,169975.00
E01002832,Kensington and Chelsea 004D,169995.00
E01002833,Kensington and Chelsea 007A,169995.00
E01002834,Kensington and Chelsea 013B,169995.00
E01002835,Kensington and Chelsea 016C,169997.50
E01002836,Kensington and Chelsea 016D,169997.50
E01002837,Kensington and Chelsea 016E,170000.00
E01002838,Kensington and Chelsea 020A,170000.00
E01002839,Kensington and Chelsea 013C,170000.00
E01002840,Kensington and Chelsea 021A,170000.00
E01002841,Kensington and Chelsea 021B,170000.00
E01002842,Kensington and Chelsea 021C,170000.00
E01002843,Kensington and Chelsea 021D,170000.00
E01002844,Kensington and Chelsea 019A,170000.00
E01002845,Kensington and Chelsea 019B,170000.00
E01002846,Kensington and Chelsea 017A,170000.00
E01002847,Kensington and Chelsea 015B,170000.00
E01002848,Kensington and Chelsea 015C,170000.00
E01002849,Kensington and Chelsea 017B,170000.00
E01002850,Kensington and Chelsea 013D,170000.00
E01002851,Kensington and Chelsea 015D,170000.00
E01002852,Kensington and Chelsea 001A,170000.00
E01002853,Kensington and Chelsea 001B,170000.00
E01002854,Kensington and Chelsea 001C,170000.00
E01002855,Kensington and Chelsea 001D,170000.00
E01002856,Kensington and Chelsea 004E,170000.00
E01002857,Kensington and Chelsea 001E,170000.00
E01002858,Kensington and Chelsea 014C,170000.00
E01002859,Kensington and Chelsea 012C,170000.00
E01002860,Kensington and Chelsea 012D,170000.00
E01002861,Kensington and Chelsea 014D,170000.00
E01002862,Kensington and Chelsea 014E,170000.00
E01002863,Kensington and Chelsea 012E,170000.00
E01002864,Kensington and Chelsea 009A,170000.00
E01002865,Kensington and Chelsea 011E,170000.00
E01002866,Kensington and Chelsea 009B,170000.00
E01002867,Kensington and Chelsea 009C,170000.00
E01002868,Kensington and Chelsea 009D,170000.00
E01002869,Kensington and Chelsea 009E,170000.00
E01002870,Kensington and Chelsea 005A,170000.00
E01002871,Kensington and Chelsea 007B,170000.00
E01002872,Kensington and Chelsea 005B,170000.00
E01002873,Kensington and Chelsea 007C,170000.00
E01002874,Kensington and Chelsea 007D,170250.00
E01002875,Kensington and Chelsea 007E,170750.00
E01002876,Kensington and Chelsea 003A,171000.00
E01002877,Kensington and Chelsea 003B,171000.00
E01002878,Kensington and Chelsea 003C,171000.00
E01002879,Kensington and Chelsea 005C,171000.00
E01002880,Kensington and Chelsea 005D,171000.00
E01002881,Kensington and Chelsea 005E,171000.00
E01002882,Kensington and Chelsea 006A,171000.00
E01002883,Kensington and Chelsea 006B,171250.00
E01002884,Kensington and Chelsea 006C,171450.00
E01002885,Kensington and Chelsea 006D,171500.00
E01002886,Kensington and Chelsea 006E,171500.00
E01002887,Kensington and Chelsea 010A,171500.00
E01002888,Kensington and Chelsea 013E,171500.00
E01002889,Kensington and Chelsea 010B,171500.00
E01002890,Kensington and Chelsea 010C,171500.00
E01002891,Kensington and Chelsea 010D,171500.00
E01002892,Kensington and Chelsea 010E,171500.00
E01002893,Kensington and Chelsea 017C,171750.00
E01002894,Kensington and Chelsea 017D,171750.00
E01002895,Kensington and Chelsea 020B,172000.00
E01002896,Kensington and Chelsea 020C,172000.00
E01002897,Kensington and Chelsea 020D,172000.00
E01002898,Kensington and Chelsea 017E,172000.00
E01002899,Kensington and Chelsea 018A,172000.00
E01002900,Kensington and Chelsea 018B,172000.00
E01002901,Kensington and Chelsea 018C,172000.00
E01002902,Kensington and Chelsea 018D,172000.00
E01002903,Kensington and Chelsea 018E,172000.00
E01002904,Kensington and Chelsea 002A,172000.00
E01002905,Kensington and Chelsea 002B,172000.00
E01002906,Kensington and Chelsea 002C,172000.00
E01002907,Kensington and Chelsea 002D,172125.00
E01002908,Kensington and Chelsea 003D,172225.00
E01002909,Kensington and Chelsea 003E,172250.00
E01002910,Kensington and Chelsea 019C,172475.00
E01002911,Kensington and Chelsea 019D,172475.00
E01002912,Kensington and Chelsea 020E,172475.00
E01002913,Kensington and Chelsea 021E,172500.00
E01002914,Kensington and Chelsea 019E,172500.00
E01002915,Kingston upon Thames 014A,172500.00
E01002916,Kingston upon Thames 014B,172500.00
E01002917,Kingston upon Thames 014C,172500.00
E01002918,Kingston upon Thames 017A,172500.00
E01002919,Kingston upon Thames 017B,172500.00
E01002920,Kingston upon Thames 014D,172500.00
E01002921,Kingston upon Thames 011A,172500.00
E01002922,Kingston upon Thames 010A,172500.00
E01002923,Kingston upon Thames 013A,172750.00
E01002924,Kingston upon Thames 014E,172950.00
E01002925,Kingston upon Thames 013B,173000.00
E01002926,Kingston upon Thames 010B,173000.00
E01002927,Kingston upon Thames 008A,173000.00
E01002928,Kingston upon Thames 008B,173000.00
E01002929,Kingston upon Thames 007A,173000.00
E01002930,Kingston upon Thames 007B,173000.00
E01002931,Kingston upon Thames 007C,173000.00
E01002932,Kingston upon Thames 006A,173000.00
E01002933,Kingston upon Thames 004A,173125.00
E01002934,Kingston upon Thames 004B,173475.00
E01002935,Kingston upon Thames 003A,173500.00
E01002937,Kingston upon Thames 004D,173500.00
E01002938,Kingston upon Thames 003B,173500.00
E01002939,Kingston upon Thames 018A,173725.00
E01002940,Kingston upon Thames 020A,173750.00
E01002941,Kingston upon Thames 018B,174000.00
E01002942,Kingston upon Thames 018C,174000.00
E01002943,Kingston upon Thames 020B,174000.00
E01002944,Kingston upon Thames 019A,174000.00
E01002945,Kingston upon Thames 019B,174000.00
E01002946,Kingston upon Thames 019C,174000.00
E01002947,Kingston upon Thames 019D,174000.00
E01002948,Kingston upon Thames 020C,174250.00
E01002949,Kingston upon Thames 020D,174475.00
E01002950,Kingston upon Thames 020E,174475.00
E01002951,Kingston upon Thames 003C,174500.00
E01002952,Kingston upon Thames 002A,174950.00
